Name,Location,Location_name,Year,Kilometers_Driven,Fuel_Type,Fuel_Type_name,Transmission,Transmission_name,Owner_Type,Owner_Type_name,Mileage,Engine,Power,Seats,Price
Maruti Wagon R LXI,10,Ahmedabad,2015,51530,3,Petrol,2,Manual,1,First,18.9,998,67.1,5,3.2
Maruti Swift Dzire ZDI,9,Bangalore,2014,25789,2,Diesel,2,Manual,2,Second,23.4,1248,74,5,6.85
Honda Amaze S i-Dtech,8,Delhi,2015,48000,2,Diesel,2,Manual,1,First,25.8,1498,98.6,5,4.5
Maruti Swift ZDI,8,Delhi,2012,52000,2,Diesel,2,Manual,1,First,28.4,1248,74,5,3.55
Hyundai Accent Executive CNG,5,Hyderabad,2010,95637,1,CNG,2,Manual,2,Second,13.2,1495,93.7,5,1.9
Mahindra Scorpio LX 2.6 Turbo,5,Hyderabad,2008,131000,2,Diesel,2,Manual,1,First,10.5,2609,120,7,3.6
Mercedes-Benz E-Class E250 CDI Avantgrade,7,Kochi,2015,42076,2,Diesel,1,Automatic,1,First,13,2143,201.1,5,21.8
Toyota Fortuner 4x2 Manual,1,Mumbai,2012,76000,2,Diesel,2,Manual,2,Second,13,2982,168.5,7,13.5
Datsun redi-GO T Option,9,Bangalore,2016,20487,3,Petrol,2,Manual,1,First,22.7,799,53.64,5,2.66
Honda City V MT,8,Delhi,2010,43000,3,Petrol,2,Manual,2,Second,16.8,1497,116.3,5,3.75
Toyota Camry Hybrid,2,Pune,2018,17000,3,Petrol,1,Automatic,1,First,19.16,2494,158.2,5,32
Honda City i DTec V,4,Coimbatore,2016,60805,2,Diesel,2,Manual,1,First,26,1498,98.6,5,8.07
Volkswagen Jetta 2012-2014 2.0L TDI Trendline,7,Kochi,2012,58775,2,Diesel,2,Manual,1,First,19.33,1968,138.1,5,5.64
Audi A6 2011-2015 2.0 TDI,5,Hyderabad,2013,70181,2,Diesel,1,Automatic,1,First,17.68,1968,174.33,5,23.99
Maruti Ertiga VDI,4,Coimbatore,2016,85827,2,Diesel,2,Manual,1,First,20.77,1248,88.76,7,7.5
Mercedes-Benz New C-Class C 220 CDI Style,6,Jaipur,2016,58205,2,Diesel,1,Automatic,1,First,19.27,2143,167.62,5,27
Maruti Swift Dzire Vdi BSIV,1,Mumbai,2008,91000,2,Diesel,2,Manual,2,Second,19.3,1248,73.9,5,2.85
Renault Duster 110PS Diesel RxZ Pack,2,Pune,2012,74000,2,Diesel,2,Manual,1,First,19.01,1461,108.45,5,6.35
Maruti Ritz VDi,5,Hyderabad,2010,79324,2,Diesel,2,Manual,1,First,21.1,1248,73.9,5,3.3
Maruti Swift Dzire VXI,9,Bangalore,2013,38623,3,Petrol,2,Manual,1,First,19.1,1197,85.8,5,5
Maruti Swift ZDi,4,Coimbatore,2014,59923,2,Diesel,2,Manual,1,First,22.9,1248,74,5,6.46
Hyundai EON Sportz,6,Jaipur,2017,23360,3,Petrol,2,Manual,1,First,21.1,814,55.2,5,3.75
Maruti Zen VXI BSII,7,Kochi,2003,61495,3,Petrol,2,Manual,3,Third,17.3,993,60,5,1.52
Maruti Eeco 7 Seater Standard,4,Coimbatore,2012,56661,3,Petrol,2,Manual,1,First,15.1,1196,73,7,3.61
Audi Q5 30 TDI quattro Premium,4,Coimbatore,2017,40318,2,Diesel,1,Automatic,1,First,14.16,1968,174.3,5,43.74
Audi Q3 2.0 TDI,3,Chennai,2014,60000,2,Diesel,1,Automatic,1,First,15.73,1968,174.33,5,20
Smart Fortwo CDI AT,2,Pune,2008,103000,2,Diesel,1,Automatic,2,Second,0,799,null,2,3
Maruti Swift Dzire VDi,5,Hyderabad,2010,130000,2,Diesel,2,Manual,1,First,19.3,1248,73.9,5,3.65
Tata Sumo DX,1,Mumbai,2013,20000,2,Diesel,2,Manual,1,First,14.07,1978,83.1,10,5.25
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,5,Hyderabad,2016,76000,2,Diesel,1,Automatic,1,First,15.97,2993,258,7,58
Honda City i-VTEC CVT VX,1,Mumbai,2015,30000,3,Petrol,1,Automatic,1,First,18,1497,117.3,5,8.65
Tata Indigo eCS eLX BS IV,8,Delhi,2015,150000,2,Diesel,2,Manual,1,First,25,1396,69.01,5,2.5
Volkswagen Vento TSI,3,Chennai,2014,28000,3,Petrol,1,Automatic,1,First,16.93,1197,103.6,5,7.75
Maruti Celerio VXI,9,Bangalore,2015,74000,3,Petrol,2,Manual,1,First,23.1,998,67.04,5,4.15
Toyota Fortuner 3.0 Diesel,8,Delhi,2011,75000,2,Diesel,2,Manual,1,First,11.5,2982,171,7,10.85
Mitsubishi Outlander 2.4,8,Delhi,2010,76000,3,Petrol,1,Automatic,2,Second,11.3,2360,170,5,5.53
Volkswagen Jetta 2007-2011 1.9 Highline TDI,2,Pune,2014,64889,2,Diesel,1,Automatic,1,First,15.5,1896,105,5,11.5
Porsche Cayman 2009-2012 S,5,Hyderabad,2010,10000,3,Petrol,2,Manual,1,First,9,3436,null,2,40
Hyundai eta 1.6 Di SX,11,Kolkata,2015,43000,2,Diesel,2,Manual,1,First,19.67,1582,126.2,5,9.25
Skoda Fabia 1.2 MPI Ambiente Petrol,2,Pune,2011,47490,3,Petrol,2,Manual,1,First,17.5,1198,75,5,2.29
Ford EcoSport 1.5 TDCi Titanium,3,Chennai,2015,80000,2,Diesel,2,Manual,1,First,22.77,1498,98.59,5,7
Maruti Zen Estilo 1.1 LXI BSIII,9,Bangalore,2007,60000,3,Petrol,2,Manual,2,Second,18.2,1061,64,5,1.65
Maruti Ciaz 1.4 Delta,10,Ahmedabad,2017,6006,3,Petrol,2,Manual,1,First,20.73,1373,91.1,5,8.25
Mercedes-Benz New C-Class C 200 Avantgarde Edition C,7,Kochi,2011,71703,3,Petrol,1,Automatic,1,First,14.74,1991,181.03,5,9.14
Honda Amaze SX i-VTEC,5,Hyderabad,2016,33000,3,Petrol,2,Manual,1,First,17.8,1198,86.7,5,6.5
Toyota Etios GD,11,Kolkata,2012,60000,2,Diesel,2,Manual,1,First,23.59,1364,null,5,2.95
Renault Duster 85PS Diesel RxL,6,Jaipur,2015,91000,2,Diesel,2,Manual,1,First,19.87,1461,83.8,5,5.75
Maruti Wagon R LXI LPG BSIV,5,Hyderabad,2012,72000,4,LPG,2,Manual,1,First,26.2,998,58.2,5,2.85
Volkswagen Polo Petrol Highline 1.2L,11,Kolkata,2011,43000,3,Petrol,2,Manual,2,Second,16.47,1198,73.9,5,2.1
Hyundai eta 1.6 SX Plus Diesel,4,Coimbatore,2017,63770,2,Diesel,2,Manual,1,First,19.67,1582,126.2,5,13.55
Jaguar XF Diesel,11,Kolkata,2012,43510,2,Diesel,1,Automatic,1,First,14.74,2993,270.9,5,20.5
Jeep Compass 2.0 Limited 4X4,1,Mumbai,2017,52000,2,Diesel,2,Manual,1,First,16.3,1956,170,5,20
Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,7,Kochi,2018,31427,2,Diesel,1,Automatic,1,First,15.68,1999,177,5,59.72
Maruti Baleno Alpha Diesel,11,Kolkata,2016,29000,2,Diesel,2,Manual,1,First,27.39,1248,74,5,6.5
Maruti Ciaz ZDi SHVS,10,Ahmedabad,2016,56000,2,Diesel,2,Manual,1,First,28.09,1248,88.5,5,7.5
Maruti SX4 Vxi BSIII,6,Jaipur,2007,76000,3,Petrol,2,Manual,2,Second,15,1586,104.68,5,2.15
Hyundai Elantra Di SX,4,Coimbatore,2015,53615,2,Diesel,2,Manual,1,First,22.7,1582,126.24,5,8.44
Mitsubishi Pajero Sport 4X4,9,Bangalore,2013,132000,2,Diesel,2,Manual,1,First,13.5,2477,175.56,7,12.49
Volkswagen Ameo 1.2 MPI Comfortline,2,Pune,2017,14800,3,Petrol,2,Manual,1,First,17,1198,73.75,5,5.48
Maruti Ritz VXi,5,Hyderabad,2013,35433,3,Petrol,2,Manual,1,First,18.5,1197,85.8,5,4.2
Hyundai Verna Di SX,5,Hyderabad,2013,82966,2,Diesel,2,Manual,1,First,16.8,1493,110,5,7.2
Maruti Swift Dzire Tour LDI,6,Jaipur,2014,96000,2,Diesel,2,Manual,1,First,23.4,1248,74,5,4.8
Mahindra KUV 100 mFALCON D75 K6,7,Kochi,2017,39528,2,Diesel,2,Manual,1,First,25.32,1198,77,6,5.83
Toyota Innova ysta 2.4 ZX MT,4,Coimbatore,2018,92056,2,Diesel,2,Manual,1,First,13.68,2393,147.8,7,18.39
Maruti Baleno Delta 1.2,2,Pune,2016,14930,3,Petrol,2,Manual,1,First,21.4,1197,83.1,5,5.85
Honda Jazz VX Diesel,1,Mumbai,2016,38000,2,Diesel,2,Manual,1,First,27.3,1498,98.6,5,6.21
Hyundai i20 1.2 Asta,8,Delhi,2013,71000,3,Petrol,2,Manual,1,First,17,1197,80,5,3.65
Hyundai i20 Sportz Diesel,8,Delhi,2012,71000,2,Diesel,2,Manual,1,First,23,1396,90,5,3.7
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,2,Pune,2015,50000,2,Diesel,1,Automatic,1,First,19.27,2143,167.62,5,30
Hyundai Xcent 1.2 Kappa Base,7,Kochi,2016,48163,3,Petrol,2,Manual,1,First,19.1,1197,82,5,4.85
Hyundai Grand i10 AT Asta,4,Coimbatore,2017,19168,3,Petrol,1,Automatic,1,First,18.9,1197,82,5,6.93
Maruti Alto 800 VXI,11,Kolkata,2016,26000,3,Petrol,2,Manual,1,First,22.74,796,47.3,5,2.6
Chevrolet Sail Hatchback 1.2 LS,11,Kolkata,2014,37400,3,Petrol,2,Manual,1,First,18.2,1199,82.5,5,1.89
Mercedes-Benz C-Class Progressive C 220d,1,Mumbai,2018,8682,2,Diesel,1,Automatic,1,First,0,1950,194,5,39.5
Skoda Superb Elegance 1.8 TSI AT,1,Mumbai,2012,95000,3,Petrol,1,Automatic,1,First,13.7,1798,157.75,5,10
Audi A4 2.0 TDI,11,Kolkata,2009,34000,2,Diesel,1,Automatic,1,First,16.55,1968,147.51,5,9.95
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,1,Mumbai,2014,95000,2,Diesel,2,Manual,2,Second,12.8,2494,102,8,9.45
Mercedes-Benz CLA 200 CDI Sport,4,Coimbatore,2017,13689,2,Diesel,1,Automatic,1,First,17.9,2143,136,5,28.25
Hyundai i10 Era,6,Jaipur,2008,84000,3,Petrol,2,Manual,2,Second,19.81,1086,68.05,5,1.8
Maruti Swift Dzire VXi,11,Kolkata,2008,47000,3,Petrol,2,Manual,2,Second,17.5,1298,85.8,5,1.4
Skoda Rapid 1.5 TDI AT Ambition,10,Ahmedabad,2015,60001,2,Diesel,1,Automatic,1,First,21.66,1498,103.52,5,7.25
Maruti Ritz VDi,5,Hyderabad,2012,96000,2,Diesel,2,Manual,1,First,21.1,1248,73.9,5,3.6
Hyundai Accent GLS 1.6,6,Jaipur,2004,47300,3,Petrol,2,Manual,2,Second,14.4,1599,94,5,1.2
Honda Amaze SX i-VTEC,4,Coimbatore,2014,28246,3,Petrol,2,Manual,2,Second,17.8,1198,86.7,5,4.94
Maruti Wagon R LXI,8,Delhi,2007,65000,3,Petrol,2,Manual,2,Second,18.9,998,67.1,5,1.25
Volkswagen Polo Diesel Comfortline 1.2L,3,Chennai,2013,68000,2,Diesel,2,Manual,2,Second,22.07,1199,73.9,5,4.8
Ford Endeavour 2.2 Trend AT 4X2,7,Kochi,2019,11209,2,Diesel,1,Automatic,1,First,12.62,2198,158,7,31.15
Hyundai i20 1.2 Sportz,2,Pune,2011,41980,3,Petrol,2,Manual,2,Second,17,1197,80,5,3.3
Chevrolet Beat Diesel PS,9,Bangalore,2012,65000,2,Diesel,2,Manual,1,First,25.44,936,57.6,5,2.4
Honda Civic 2010-2013 1.8 V MT,11,Kolkata,2010,38000,3,Petrol,2,Manual,1,First,14.8,1799,130.2,5,2
Maruti Wagon R VXI BS IV,2,Pune,2014,51000,3,Petrol,2,Manual,1,First,20.51,998,67.04,5,3.1
Skoda Rapid 1.6 MPI Ambition Plus,7,Kochi,2014,33855,3,Petrol,2,Manual,1,First,15,1598,103.6,5,5.09
Maruti Baleno Vxi - BSIII,2,Pune,2006,146000,3,Petrol,2,Manual,2,Second,15.4,1590,94,5,1.05
Ford EcoSport 1.5 TDCi Titanium,9,Bangalore,2015,47037,2,Diesel,2,Manual,2,Second,22.77,1498,98.59,5,7
Hyundai Accent GLE,10,Ahmedabad,2010,58000,3,Petrol,2,Manual,2,Second,13.2,1495,94,5,2.5
BMW 5 Series 520d Luxury Line,1,Mumbai,2012,61240,2,Diesel,1,Automatic,1,First,22.48,1995,190,5,17.5
Maruti Alto K10 2010-2014 VXI,3,Chennai,2011,91211,3,Petrol,2,Manual,1,First,20.92,998,67.1,5,2.1
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,9,Bangalore,2013,84000,2,Diesel,1,Automatic,1,First,15.73,1968,174.33,5,17.75
Maruti Wagon R LXI DUO BSIII,1,Mumbai,2008,64226,4,LPG,2,Manual,1,First,17.3,1061,57.5,5,1.45
Toyota Corolla H4,9,Bangalore,2005,67000,3,Petrol,1,Automatic,2,Second,11.3,1794,125,5,2.45
Volvo XC60 D5,2,Pune,2011,106976,2,Diesel,1,Automatic,1,First,13.5,2400,215,5,13.8
Honda Jazz 1.5 VX i DTEC,11,Kolkata,2016,27210,2,Diesel,2,Manual,1,First,27.3,1498,98.6,5,5.85
Maruti Ciaz 1.3 Alpha,8,Delhi,2017,26322,2,Diesel,2,Manual,1,First,28.09,1248,88.5,5,8.9
Maruti Swift VXI BSIV,1,Mumbai,2016,9107,3,Petrol,2,Manual,1,First,20.4,1197,81.8,5,5.15
Mercedes-Benz New C-Class C 220 CDI Avantgarde,7,Kochi,2015,63983,2,Diesel,1,Automatic,1,First,19.27,2143,170,5,16.56
Maruti Wagon R VXI Minor,3,Chennai,2010,134000,3,Petrol,2,Manual,2,Second,18.9,1061,67,5,1.65
Mercedes-Benz A Class A180 Sport,2,Pune,2015,11000,3,Petrol,1,Automatic,1,First,15.5,1595,120.7,5,16
Hyundai Santro Xing GL,2,Pune,2008,93000,3,Petrol,2,Manual,1,First,0,1086,62,5,1.45
Maruti Swift Dzire AMT ZDI,4,Coimbatore,2017,24852,2,Diesel,1,Automatic,1,First,26.59,1248,74,5,8.08
Hyundai Grand i10 AT Asta,2,Pune,2014,37632,3,Petrol,1,Automatic,1,First,18.9,1197,82,5,4.5
Nissan Sunny 2011-2014 XV Special Edition,3,Chennai,2013,55000,3,Petrol,2,Manual,2,Second,16.95,1498,97.7,5,4.3
Maruti A-Star Lxi,5,Hyderabad,2010,81448,3,Petrol,2,Manual,1,First,19,998,66.1,5,2.6
Renault KWID RXT Optional,5,Hyderabad,2018,1900,3,Petrol,2,Manual,1,First,25.17,799,53.3,5,4.45
Hyundai Verna 1.6 SX VTVT (O) AT,4,Coimbatore,2012,54957,3,Petrol,1,Automatic,1,First,17.1,1591,121.4,5,5.37
Maruti Wagon R LXI Minor,3,Chennai,2008,55000,3,Petrol,2,Manual,2,Second,18.9,1061,67,5,1.75
BMW 3 Series 320d Sport Line,11,Kolkata,2013,21983,2,Diesel,1,Automatic,1,First,18.88,1995,184,5,16.5
BMW 5 Series 2003-2012 520d,8,Delhi,2013,76000,2,Diesel,1,Automatic,1,First,18.48,1995,177,5,19
Tata Indigo CS eVX,6,Jaipur,2016,65000,2,Diesel,2,Manual,1,First,25,1396,69.01,5,2.8
Hyundai i20 Sportz 1.4 Di,5,Hyderabad,2015,26000,2,Diesel,2,Manual,1,First,22.54,1396,88.73,5,6.2
Maruti Omni E MPI STD BS IV,7,Kochi,2019,11571,3,Petrol,2,Manual,1,First,16.8,796,34.2,8,3.8
Maruti Swift ZDi,5,Hyderabad,2014,81000,2,Diesel,2,Manual,1,First,25.2,1248,74,5,6.1
Ford Ecosport Signature Edition Diesel,4,Coimbatore,2019,23154,2,Diesel,2,Manual,1,First,23,1498,98.96,5,11.65
Honda Brio VX AT,1,Mumbai,2014,26856,3,Petrol,1,Automatic,1,First,16.5,1198,86.8,5,4.15
Toyota Innova ysta 2.4 GX MT,3,Chennai,2017,67489,2,Diesel,2,Manual,1,First,13.68,2393,147.8,7,16.5
Mahindra Scorpio 2.6 LX,9,Bangalore,2008,176000,2,Diesel,2,Manual,2,Second,10.5,2179,120,8,4.3
Hyundai i20 1.2 Magna,11,Kolkata,2010,18000,3,Petrol,2,Manual,1,First,18.5,1197,80,5,2.25
Hyundai Verna 1.6 SX,10,Ahmedabad,2014,63003,2,Diesel,2,Manual,1,First,22.32,1582,126.32,5,6.75
Mahindra XUV500 W6 2WD,3,Chennai,2014,80000,2,Diesel,2,Manual,1,First,15.1,2179,140,7,9.4
Volkswagen Vento 1.5 TDI Comfortline,4,Coimbatore,2014,56658,2,Diesel,2,Manual,1,First,20.64,1498,108.5,5,5.39
Maruti Swift Dzire VDI Optional,7,Kochi,2019,18592,2,Diesel,2,Manual,1,First,26.59,1248,74,5,8.51
Tata Manza Aura Safire BS IV,2,Pune,2010,75695,3,Petrol,2,Manual,1,First,13.7,1368,88.8,5,1.85
Maruti Swift VDI,11,Kolkata,2012,82000,2,Diesel,2,Manual,2,Second,22.9,1248,74,5,2.5
Volkswagen Polo Diesel Highline 1.2L,3,Chennai,2013,60000,2,Diesel,2,Manual,1,First,22.07,1199,73.9,5,4.75
Honda City 1.5 V MT,2,Pune,2009,138000,3,Petrol,2,Manual,2,Second,17,1497,118,5,3.5
Hyundai i20 Asta (o) 1.4 Di (Diesel),9,Bangalore,2014,67000,2,Diesel,2,Manual,1,First,23,1396,90,5,5.5
Honda City 1.5 V MT,4,Coimbatore,2012,42750,3,Petrol,2,Manual,1,First,17,1497,118,5,6.33
Chevrolet Beat Diesel,7,Kochi,2014,52398,2,Diesel,2,Manual,1,First,25.44,936,57.6,5,2.47
Chevrolet Spark 1.0 LS,7,Kochi,2014,36657,3,Petrol,2,Manual,1,First,16.2,995,62.1,5,3.3
Tata New Safari DICOR 2.2 EX 4x2,8,Delhi,2011,77000,2,Diesel,2,Manual,2,Second,11.57,2179,138.1,7,3.5
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,8,Delhi,2014,85000,2,Diesel,1,Automatic,1,First,11.3,2987,254.8,7,38.75
BMW 5 Series 2003-2012 530d Highline,2,Pune,2008,112500,2,Diesel,1,Automatic,1,First,11.5,2993,235,5,7.99
Toyota Fortuner 2.8 4WD MT,7,Kochi,2013,105072,2,Diesel,2,Manual,1,First,14.24,2755,174.5,7,13.28
BMW X1 sDrive 18i,2,Pune,2012,80000,3,Petrol,1,Automatic,1,First,11.25,1995,150,5,9.5
Renault Captur 1.5 Diesel Platine Mono,7,Kochi,2019,3102,2,Diesel,2,Manual,1,First,20.37,1461,108.45,5,14.01
Hyundai Xcent 1.1 Di S,4,Coimbatore,2016,14656,2,Diesel,2,Manual,1,First,24.4,1120,71,5,6.99
BMW 3 Series 320d,5,Hyderabad,2010,105000,2,Diesel,1,Automatic,2,Second,13.2,1995,170,5,11
BMW 5 Series 2010-2013 525i,5,Hyderabad,2008,61000,3,Petrol,1,Automatic,2,Second,10.8,2497,215,5,11
Nissan Mia XE,2,Pune,2010,85046,3,Petrol,2,Manual,2,Second,18.06,1198,75,5,2.3
Jaguar XF 2.2 Litre Luxury,8,Delhi,2014,48000,2,Diesel,1,Automatic,1,First,16.36,2179,187.7,5,26.5
Land Rover Range Rover TDV8 (Diesel),9,Bangalore,2011,55000,2,Diesel,1,Automatic,1,First,10.2,4367,308,7,67
Jeep Compass 1.4 Limited Option,1,Mumbai,2017,4000,3,Petrol,1,Automatic,1,First,16,1368,160,5,17.75
Honda -V 2.4 AT,8,Delhi,2010,94000,3,Petrol,1,Automatic,2,Second,10.1,2354,152,5,4.8
Maruti Swift VXI,4,Coimbatore,2013,61110,3,Petrol,2,Manual,1,First,18.6,1197,85.8,5,4.57
Hyundai Xcent 1.1 Di S,3,Chennai,2016,80000,2,Diesel,2,Manual,1,First,24.4,1120,71,5,3.5
Nissan Terrano XV Premium 110 PS,7,Kochi,2015,43190,2,Diesel,2,Manual,1,First,19.01,1461,108.5,5,7.61
Audi A4 35 TDI Technology,5,Hyderabad,2015,45000,2,Diesel,1,Automatic,1,First,18.25,1968,187.74,5,25
Hyundai Grand i10 Asta Option,4,Coimbatore,2016,44178,3,Petrol,2,Manual,1,First,18.9,1197,82,5,5.88
Toyota Innova 2.5 G (Diesel) 8 Seater,5,Hyderabad,2015,84415,2,Diesel,2,Manual,1,First,12.99,2494,100.6,8,13.5
Hyundai i20 1.2 Magna,11,Kolkata,2015,35000,3,Petrol,2,Manual,1,First,18.5,1197,80,5,4.6
Ford EcoSport 1.5 TDCi Titanium,11,Kolkata,2013,44000,2,Diesel,2,Manual,1,First,22.77,1498,98.59,5,4.9
Honda City 1.5 S MT,5,Hyderabad,2012,67635,3,Petrol,2,Manual,1,First,17,1497,118,5,5.25
Ford EcoSport 1.5 Petrol Titanium Plus AT,4,Coimbatore,2018,18385,3,Petrol,1,Automatic,1,First,14.8,1497,121.36,5,12.41
Volkswagen Polo Diesel Highline 1.2L,11,Kolkata,2014,35000,2,Diesel,2,Manual,1,First,22.07,1199,73.9,5,3.8
Mercedes-Benz New C-Class C 220 CDI Avantgarde,1,Mumbai,2010,49000,2,Diesel,1,Automatic,1,First,19.27,2143,170,5,8.95
Ford Ecosport 1.5 DV5 MT Titanium,5,Hyderabad,2013,69000,2,Diesel,2,Manual,1,First,22.7,1498,89.84,5,7.2
Tata Indigo GLE,5,Hyderabad,2017,23228,3,Petrol,2,Manual,1,First,14.4,1396,65,5,4.5
Maruti Swift Dzire LDI,8,Delhi,2014,68462,2,Diesel,2,Manual,1,First,26.59,1248,74,5,4.15
Maruti S-oss Zeta DDiS 200 SH,4,Coimbatore,2016,74611,2,Diesel,2,Manual,1,First,25.1,1248,88.5,5,7.94
Renault Duster 110PS Diesel RxZ Pack,2,Pune,2014,90000,2,Diesel,2,Manual,1,First,19.01,1461,108.45,5,7.25
Maruti Wagon R VXI,8,Delhi,2016,22000,3,Petrol,2,Manual,1,First,18.9,998,67.1,5,3.7
Hyundai Santro Xing GL,5,Hyderabad,2010,58163,3,Petrol,2,Manual,1,First,0,1086,62,5,2.45
Chevrolet Beat Diesel LT,3,Chennai,2011,109500,2,Diesel,2,Manual,3,Third,25.44,936,57.6,5,1.5
Mahindra XUV500 W4 1.99 mHawk,8,Delhi,2017,13363,2,Diesel,2,Manual,1,First,16,1997,140,7,12
Hyundai i10 Era 1.1,8,Delhi,2012,51000,3,Petrol,2,Manual,2,Second,19.81,1086,68.05,5,2.2
Tata New Safari DICOR 2.2 EX 4x4,5,Hyderabad,2007,103000,2,Diesel,2,Manual,1,First,13.93,2179,138,7,3.6
Hyundai i10 Sportz,11,Kolkata,2009,43002,3,Petrol,2,Manual,1,First,20.36,1197,78.9,5,1.92
Toyota Innova ysta 2.8 ZX AT,9,Bangalore,2016,108000,2,Diesel,1,Automatic,1,First,11.36,2755,171.5,7,20.5
Skoda Laura Elegance MT,6,Jaipur,2010,82407,2,Diesel,2,Manual,1,First,17.5,1896,106,5,4.25
Hyundai Grand i10 Sportz,11,Kolkata,2013,29000,3,Petrol,2,Manual,1,First,18.9,1197,82,5,3.2
Toyota Etios Liva GD,2,Pune,2012,225000,2,Diesel,2,Manual,2,Second,23.59,1364,null,5,2.6
Maruti Swift Dzire VDI,11,Kolkata,2014,45000,2,Diesel,2,Manual,1,First,23.4,1248,74,5,3.85
Hyundai i20 Asta 1.4 Di (Diesel),7,Kochi,2010,93401,2,Diesel,2,Manual,1,First,23,1396,90,5,3.48
Ford Figo 2015-2019 1.5D Trend MT,5,Hyderabad,2017,95802,2,Diesel,2,Manual,2,Second,25.83,1498,99,5,4.55
Maruti Ertiga VDI,2,Pune,2016,130000,2,Diesel,2,Manual,1,First,25.47,1248,88.5,7,7
Maruti Ertiga ZDI,10,Ahmedabad,2013,67443,2,Diesel,2,Manual,1,First,20.77,1248,88.8,7,5.75
Honda City 1.5 V AT Sunroof,7,Kochi,2016,47681,3,Petrol,1,Automatic,1,First,16.8,1497,116.3,5,8.73
Maruti Alto LXi BSIII,5,Hyderabad,2009,35000,3,Petrol,2,Manual,1,First,19.7,796,46.3,5,1.7
Ford Endeavour 3.2 Titanium AT 4X4,5,Hyderabad,2016,68000,2,Diesel,1,Automatic,1,First,10.91,3198,197,7,29.5
Maruti Vitara Brezza ZDi Plus,7,Kochi,2019,34688,2,Diesel,2,Manual,1,First,24.3,1248,88.5,5,10.49
Porsche Boxster S tiptronic,11,Kolkata,2015,10512,3,Petrol,1,Automatic,1,First,8.6,2706,265,2,64
Maruti Swift ZDi,2,Pune,2016,58000,2,Diesel,2,Manual,1,First,22.9,1248,74,5,7.55
Tata Zest Revotron 1.2 XT,1,Mumbai,2014,40000,3,Petrol,2,Manual,1,First,17.57,1193,88.7,5,3.95
Hyundai i20 1.2 Sportz Option,9,Bangalore,2010,61000,3,Petrol,2,Manual,4,Fourth & Above,17,1197,80,5,3.25
Skoda Fabia 1.4 TDI Active,1,Mumbai,2009,86000,2,Diesel,2,Manual,1,First,19.4,1422,70,5,2.75
Toyota Corolla Altis D-4D J,11,Kolkata,2015,45000,2,Diesel,2,Manual,1,First,21.43,1364,87.2,5,7.35
Volkswagen Ameo 1.2 MPI Comfortline,10,Ahmedabad,2017,55000,3,Petrol,2,Manual,1,First,17,1198,73.75,5,4.7
Hyundai eta 1.6 VTVT S,7,Kochi,2016,36855,3,Petrol,2,Manual,2,Second,15.29,1591,121.3,5,8.77
Hyundai i10 Magna 1.2,7,Kochi,2013,46821,3,Petrol,2,Manual,1,First,20.36,1197,78.9,5,3.42
Chevrolet Beat LS,11,Kolkata,2015,120000,3,Petrol,2,Manual,1,First,18.6,1199,76.8,5,2.5
Jaguar XF 3.0 Litre S Premium Luxury,11,Kolkata,2012,29000,2,Diesel,1,Automatic,1,First,14.74,2993,270.9,5,20
Nissan Terrano XL,1,Mumbai,2014,40000,3,Petrol,2,Manual,1,First,13.24,1598,102.5,5,5.25
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,8,Delhi,2013,60000,2,Diesel,1,Automatic,2,Second,15.73,1968,174.33,5,14.5
Hyundai i10 Asta AT,1,Mumbai,2011,64984,3,Petrol,1,Automatic,1,First,16.95,1197,78.9,5,3.45
Maruti Alto K10 VXI AGS,2,Pune,2015,73204,3,Petrol,1,Automatic,1,First,24.07,998,67.1,5,3.3
Audi Q7 4.2 TDI Quattro Technology,9,Bangalore,2014,50000,2,Diesel,1,Automatic,1,First,11.33,4134,335.2,7,51
Maruti Vitara Brezza VDi,11,Kolkata,2017,35000,2,Diesel,2,Manual,1,First,24.3,1248,88.5,5,6.5
Hyundai EON D Lite Plus,5,Hyderabad,2013,17729,3,Petrol,2,Manual,1,First,21.1,814,55.2,5,3.65
Mahindra XUV300 W8 Diesel,3,Chennai,2012,97000,2,Diesel,2,Manual,1,First,20,1497,115,5,7.25
Hyundai Verna Di 1.6 SX Option,7,Kochi,2014,89614,2,Diesel,2,Manual,1,First,22,1582,126.2,5,6.01
Maruti Wagon R VXI,11,Kolkata,2015,14000,3,Petrol,2,Manual,1,First,18.9,998,67.1,5,2.8
Hyundai i20 Sportz Option,3,Chennai,2012,50000,3,Petrol,2,Manual,1,First,17,1197,80,5,4
Honda City i VTEC V,8,Delhi,2014,62505,3,Petrol,2,Manual,1,First,17.4,1497,117.3,5,5.95
Toyota Innova 2.5 V Diesel 7-seater,3,Chennai,2011,248000,2,Diesel,2,Manual,2,Second,12.8,2494,102,7,9.2
Hyundai Verna Di SX,2,Pune,2012,94900,2,Diesel,2,Manual,1,First,16.8,1493,110,5,5.35
